0.100000000000E+01  -0.660632300080E-07
0.100503621408E+01  -0.856399144108E-07
0.101007242816E+01  -0.107842152167E-06
0.101510864224E+01  -0.133880185037E-06
0.102014485632E+01  -0.165671741100E-06
0.102518107040E+01  -0.205788091655E-06
0.103021728448E+01  -0.257336401762E-06
0.103525349856E+01  -0.323833047177E-06
0.104028971264E+01  -0.409130634711E-06
0.104532592672E+01  -0.517452705215E-06
0.105036214080E+01  -0.653566847531E-06
0.105539835489E+01  -0.823095914948E-06
0.106043456897E+01  -0.103293735997E-05
0.106547078305E+01  -0.129174132964E-05
0.107050699713E+01  -0.161039511090E-05
0.107554321121E+01  -0.200247609138E-05
0.108057942529E+01  -0.248466361530E-05
0.108561563937E+01  -0.307713398109E-05
0.109065185345E+01  -0.380399261118E-05
0.109568806753E+01  -0.469381460641E-05
0.110072428161E+01  -0.578036486574E-05
0.110576049569E+01  -0.710355227673E-05
0.111079670977E+01  -0.871064494404E-05
0.111583292385E+01  -0.106577441455E-04
0.112086913793E+01  -0.130114934497E-04
0.112590535201E+01  -0.158509935069E-04
0.113094156609E+01  -0.192699051531E-04
0.113597778017E+01  -0.233787507081E-04
0.114101399425E+01  -0.283074582049E-04
0.114605020833E+01  -0.342082258604E-04
0.115108642241E+01  -0.412588051530E-04
0.115612263650E+01  -0.496663049050E-04
0.116115885058E+01  -0.596716053757E-04
0.116619506466E+01  -0.715544458451E-04
0.117123127874E+01  -0.856392204388E-04
0.117626749282E+01  -0.102301495037E-03
0.118130370690E+01  -0.121975250928E-03
0.118633992098E+01  -0.145160871580E-03
0.119137613506E+01  -0.172433915080E-03
0.119641234914E+01  -0.204454748823E-03
0.120144856322E+01  -0.241979154980E-03
0.120648477730E+01  -0.285870035106E-03
0.121152099138E+01  -0.337110344123E-03
0.121655720546E+01  -0.396817366800E-03
0.122159341954E+01  -0.466258418751E-03
0.122662963362E+01  -0.546868017894E-03
0.123166584770E+01  -0.640266541452E-03
0.123670206178E+01  -0.748280366037E-03
0.124173827586E+01  -0.872963487827E-03
0.124677448994E+01  -0.101662063367E-02
0.125181070402E+01  -0.118183189487E-02
0.125684691810E+01  -0.137147893305E-02
0.126188313219E+01  -0.158877281138E-02
0.126691934627E+01  -0.183728348936E-02
0.127195556035E+01  -0.212097098261E-02
0.127699177443E+01  -0.244421813716E-02
0.128202798851E+01  -0.281186490866E-02
0.128706420259E+01  -0.322924398070E-02
0.129210041667E+01  -0.370221751243E-02
0.129713663075E+01  -0.423721477527E-02
0.130217284483E+01  -0.484127042183E-02
0.130720905891E+01  -0.552206311769E-02
0.131224527299E+01  -0.628795425021E-02
0.131728148707E+01  -0.714802639827E-02
0.132231770115E+01  -0.811212119783E-02
0.132735391523E+01  -0.919087617097E-02
0.133239012931E+01  -0.103957600063E-01
0.133742634339E+01  -0.117391056964E-01
0.134246255747E+01  -0.132341408629E-01
0.134749877155E+01  -0.148950145394E-01
0.135253498563E+01  -0.167368196402E-01
0.135757119971E+01  -0.187756103118E-01
0.136260741380E+01  -0.210284133441E-01
0.136764362788E+01  -0.235132327878E-01
0.137267984196E+01  -0.262490468977E-01
0.137771605604E+01  -0.292557964712E-01
0.138275227012E+01  -0.325543636108E-01
0.138778848420E+01  -0.361665398983E-01
0.139282469828E+01  -0.401149829543E-01
0.139786091236E+01  -0.444231603714E-01
0.140289712644E+01  -0.491152800696E-01
0.140793334052E+01  -0.542162062095E-01
0.141296955460E+01  -0.597513599197E-01
0.141800576868E+01  -0.657466042148E-01
0.142304198276E+01  -0.722281125944E-01
0.142807819684E+01  -0.792222209066E-01
0.143311441092E+01  -0.867552621241E-01
0.143815062500E+01  -0.948533837343E-01
0.144318683908E+01  -0.103542347501E+00
0.144822305316E+01  -0.112847311440E+00
0.145325926724E+01  -0.122792593985E+00
0.145829548132E+01  -0.133401420525E+00
0.146333169541E+01  -0.144695652750E+00
0.146836790949E+01  -0.156695501586E+00
0.147340412357E+01  -0.169419224811E+00
0.147844033765E+01  -0.182882810831E+00
0.148347655173E+01  -0.197099650396E+00
0.148851276581E+01  -0.212080198310E+00
0.149354897989E+01  -0.227831627434E+00
0.149858519397E+01  -0.244357477493E+00
0.150362140805E+01  -0.261657301341E+00
0.150865762213E+01  -0.279726311613E+00
0.151369383621E+01  -0.298555030850E+00
0.151873005029E+01  -0.318128948528E+00
0.152376626437E+01  -0.338428188644E+00
0.152880247845E+01  -0.359427191857E+00
0.153383869253E+01  -0.381094416401E+00
0.153887490661E+01  -0.403392062170E+00
0.154391112069E+01  -0.426275822455E+00
0.154894733477E+01  -0.449694667813E+00
0.155398354885E+01  -0.473590666418E+00
0.155901976293E+01  -0.497898845114E+00
0.156405597701E+01  -0.522547095214E+00
0.156909219110E+01  -0.547456126948E+00
0.157412840518E+01  -0.572539476346E+00
0.157916461926E+01  -0.597703568295E+00
0.158420083334E+01  -0.622847839416E+00
0.158923704742E+01  -0.647864924358E+00
0.159427326150E+01  -0.672640908877E+00
0.159930947558E+01  -0.697055652774E+00
0.160434568966E+01  -0.720983185273E+00
0.160938190374E+01  -0.744292174745E+00
0.161441811782E+01  -0.766846473869E+00
0.161945433190E+01  -0.788505740410E+00
0.162449054598E+01  -0.809126132788E+00
0.162952676006E+01  -0.828561078665E+00
0.163456297414E+01  -0.846662113847E+00
0.163959918822E+01  -0.863279787940E+00
0.164463540230E+01  -0.878264632446E+00
0.164967161638E+01  -0.891468186255E+00
0.165470783046E+01  -0.902744072820E+00
0.165974404454E+01  -0.911949122614E+00
0.166478025862E+01  -0.918944533787E+00
0.166981647271E+01  -0.923597063221E+00
0.167485268679E+01  -0.925780239477E+00
0.167988890087E+01  -0.925375588424E+00
0.168492511495E+01  -0.922273861712E+00
0.168996132903E+01  -0.916376257665E+00
0.169499754311E+01  -0.907595623724E+00
0.170003375719E+01  -0.895857629171E+00
0.170506997127E+01  -0.881101896605E+00
