# -- potential energy of the CH+ molecule's ground state as a function of the internuclear distance
#  R (bohr)           E( eV )
  0.100000000000E+01  0.171984457530E+02
  0.102734335797E+01  0.153843029202E+02
  0.105468671594E+01  0.136178148532E+02
  0.108203007391E+01  0.119466363178E+02
  0.110937343188E+01  0.104179271406E+02
  0.113671678985E+01  0.905107943728E+01
  0.116406014782E+01  0.782351916121E+01
  0.119140350579E+01  0.670918492204E+01
  0.121874686376E+01  0.568329054357E+01
  0.124609022173E+01  0.473489962333E+01
  0.127343357970E+01  0.386156908812E+01
  0.130077693767E+01  0.306097881003E+01
  0.132812029564E+01  0.233014228810E+01
  0.135546365360E+01  0.166362513555E+01
  0.138280701157E+01  0.105543102101E+01
  0.141015036954E+01  0.499587763138E+00
  0.143749372751E+01 -0.875625636503E-02
  0.146483708548E+01 -0.472882166390E+00
  0.149218044345E+01 -0.895953733930E+00
  0.151952380142E+01 -0.128110238827E+01
  0.154686715939E+01 -0.163114158573E+01
  0.157421051736E+01 -0.194870417620E+01
  0.160155387533E+01 -0.223642090831E+01
  0.162889723330E+01 -0.249677050416E+01
  0.165624059127E+01 -0.273171860304E+01
  0.168358394924E+01 -0.294312271360E+01
  0.171092730721E+01 -0.313283555796E+01
  0.173827066518E+01 -0.330252337622E+01
  0.176561402315E+01 -0.345360992776E+01
  0.179295738112E+01 -0.358750274297E+01
  0.182030073909E+01 -0.370558510535E+01
  0.184764409706E+01 -0.380902385098E+01
  0.187498745503E+01 -0.389887203293E+01
  0.190233081300E+01 -0.397618166580E+01
  0.192967417097E+01 -0.404195083314E+01
  0.195701752894E+01 -0.409701027628E+01
  0.198436088691E+01 -0.414215837575E+01
  0.201170424488E+01 -0.417819101873E+01
  0.203904760285E+01 -0.420582148180E+01
  0.206639096081E+01 -0.422566334595E+01
  0.209373431878E+01 -0.423832424389E+01
  0.212107767675E+01 -0.424440091755E+01
  0.214842103472E+01 -0.424440163550E+01
  0.217576439269E+01 -0.423879165767E+01
  0.220310775066E+01 -0.422803593145E+01
  0.223045110863E+01 -0.421257463145E+01
  0.225779446660E+01 -0.419277719946E+01
  0.228513782457E+01 -0.416900053495E+01
  0.231248118254E+01 -0.414160023308E+01
  0.233982454051E+01 -0.411089473528E+01
  0.236716789848E+01 -0.407716085776E+01
  0.239451125645E+01 -0.404067321450E+01
  0.242185461442E+01 -0.400170105973E+01
  0.244919797239E+01 -0.396047394207E+01
  0.247654133036E+01 -0.391720357738E+01
  0.250388468833E+01 -0.387210157348E+01
  0.253122804630E+01 -0.382536762459E+01
  0.255857140427E+01 -0.377717009277E+01
  0.258591476224E+01 -0.372767225055E+01
  0.261325812021E+01 -0.367703665530E+01
  0.264060147818E+01 -0.362540818571E+01
  0.266794483615E+01 -0.357291333027E+01
  0.269528819412E+01 -0.351967771992E+01
  0.272263155209E+01 -0.346582434803E+01
  0.274997491006E+01 -0.341145835827E+01
  0.277731826802E+01 -0.335667749477E+01
  0.280466162599E+01 -0.330157945587E+01
  0.283200498396E+01 -0.324625490520E+01
  0.285934834193E+01 -0.319077744811E+01
  0.288669169990E+01 -0.313521815469E+01
  0.291403505787E+01 -0.307964778057E+01
  0.294137841584E+01 -0.302413028040E+01
  0.296872177381E+01 -0.296872303959E+01
  0.299606513178E+01 -0.291348317548E+01
  0.302340848975E+01 -0.285846614237E+01
  0.305075184772E+01 -0.280371709826E+01
  0.307809520569E+01 -0.274927726543E+01
  0.310543856366E+01 -0.269518784419E+01
  0.313278192163E+01 -0.264148701231E+01
  0.316012527960E+01 -0.258820618302E+01
  0.318746863757E+01 -0.253537585104E+01
  0.321481199554E+01 -0.248302627681E+01
  0.324215535351E+01 -0.243118325783E+01
  0.326949871148E+01 -0.237986858888E+01
  0.329684206945E+01 -0.232910392289E+01
  0.332418542742E+01 -0.227891013043E+01
  0.335152878539E+01 -0.222930364486E+01
  0.337887214336E+01 -0.218029933721E+01
  0.340621550133E+01 -0.213191206631E+01
  0.343355885930E+01 -0.208415508584E+01
  0.346090221727E+01 -0.203703833078E+01
  0.348824557523E+01 -0.199057132511E+01
  0.351558893320E+01 -0.194476346481E+01
  0.354293229117E+01 -0.189962198393E+01
  0.357027564914E+01 -0.185515231652E+01
  0.359761900711E+01 -0.181135984170E+01
  0.362496236508E+01 -0.176824952326E+01
  0.365230572305E+01 -0.172582416501E+01
  0.367964908102E+01 -0.168408587087E+01
  0.370699243899E+01 -0.164303673760E+01
  0.373433579696E+01 -0.160267808208E+01
  0.376167915493E+01 -0.156300973020E+01
  0.378902251290E+01 -0.152403133976E+01
  0.381636587087E+01 -0.148574249612E+01
  0.384370922884E+01 -0.144814169376E+01
  0.387105258681E+01 -0.141122658420E+01
  0.389839594478E+01 -0.137499479708E+01
  0.392573930275E+01 -0.133944375941E+01
  0.395308266072E+01 -0.130456993138E+01
  0.398042601869E+01 -0.127036948516E+01
  0.400776937666E+01 -0.123683858832E+01
  0.403511273463E+01 -0.120397300762E+01
  0.406245609260E+01 -0.117176780068E+01
  0.408979945057E+01 -0.114021795252E+01
  0.411714280854E+01 -0.110931840968E+01
  0.414448616651E+01 -0.107906360013E+01
  0.417182952448E+01 -0.104944758003E+01
  0.419917288244E+01 -0.102046439743E+01
  0.422651624041E+01 -0.992107998176E+00
  0.425385959838E+01 -0.964371880381E+00
  0.428120295635E+01 -0.937249419616E+00
  0.430854631432E+01 -0.910733988502E+00
  0.433588967229E+01 -0.884818753346E+00
  0.436323303026E+01 -0.859496542366E+00
  0.439057638823E+01 -0.834760152444E+00
